10,0.001131454339884499
11,0.002082077884799048
12,0.004966087615062485
06,0.005663917988351462
11,0.006982936215695486
10,0.008845998209848112
03,0.011485364345524196
09,0.011889959589105964
15,0.01190217568699946
06,0.013684880469006473
14,0.015812463534870543
14,0.017134882432740254
00,0.018963116704758164
02,0.023845426013345883
01,0.023938152653225287
15,0.025951490571519208
10,0.02766614860540988
02,0.02844353806378809
10,0.029990184098475262
01,0.03002270343228051
02,0.03229189259164135
03,0.03339918838456414
02,0.033732129778069636
02,0.03504077054889975
03,0.03722920810230501
03,0.038429347227106225
01,0.038714585065625744
03,0.04045996936749615
11,0.044598351046109416
14,0.04770407284980919
03,0.04836137332745611
15,0.04987213792918968
24,0.0506525259447938
18,0.050728001568393286
24,0.05231779438547055
01,0.053835206897818746
09,0.054435411143253336
02,0.05863569029261377
03,0.0631785103285735
19,0.06323907663982463
23,0.06414713157079131
18,0.06670654851483343
07,0.06874383532979422
14,0.07013983221239718
17,0.0708638194783307
12,0.073731523291761
21,0.07882893796519677
15,0.0794636239983713
20,0.08243949918135511
07,0.08527052030469282
20,0.08534157267728343
21,0.08614439097802074
12,0.08758872941676518
21,0.08839620503077115
23,0.08932540747968165
10,0.09265372579182325
02,0.09277135599684752
05,0.09678851431482217
01,0.09734825747304006
03,0.09826964283641333
10,0.10003942967216299
02,0.10210071057628389
04,0.1028669249298073
13,0.10304348467484098
08,0.10306847273888507
15,0.10557006094200636
03,0.10719449590013931
24,0.10937630195245684
13,0.11162753456019026
18,0.11447492918069453
22,0.1150660808798868
13,0.11975701555015948
04,0.1202056014974347
13,0.12157128471982229
06,0.12159248503222735
19,0.12160273216632402
00,0.12993641360755992
13,0.13115968592424018
02,0.1329326755235798
13,0.13321732513214954
14,0.1332259812804485
23,0.13414124878436706
02,0.1348143484320617
08,0.13686909429384592
03,0.13726733733764546
03,0.13952153922371952
03,0.1457769088116813
15,0.14688382542269207
13,0.1474659808966692
22,0.147639878374495
14,0.14893177230441684
03,0.1501259029488692
07,0.15402572190753672
10,0.15596044180901356
21,0.15603851261745436
11,0.15666032802271426
10,0.15844631648853605
05,0.15931048724765962
16,0.15944664274460077
00,0.16163549471322702
13,0.16166574538333925
11,0.16291137424359708
02,0.16541103081431643
01,0.16616281294775753
15,0.16725653517716338
14,0.16787548820061865
